company_id,company,valuation,year_founded,date_joined,industry,city,country,continent,funding,investors,years_to_unicorn,latitude,longitude
10089,Attentive,7000000000,2016-01-01,2020-09-23,Mobile & telecommunications,Hoboken,United States,North America,863000000,"NextView Ventures, Eniac Ventures, Sequoia Capital",4,40.7433066,-74.0323752
10090,Ola Cabs,7000000000,2010-01-01,2014-10-27,Auto & transportation,Bengaluru,India,Asia,4000000000,"Accel Partners, SoftBank Group, Sequoia Capital",4,12.9767936,77.590082
10091,Rippling,7000000000,2017-01-01,2020-08-04,Internet software & services,San Francisco,United States,North America,447000000,"Initialized Capital, Y Combinator, Kleiner Perkins Caufield & Byers",3,37.7879363,-122.4075201
10092,Carta,7000000000,2012-01-01,2019-05-06,Fintech,San Francisco,United States,North America,1000000000,"Menlo Ventures, Spark Capital, Union Square Ventures",7,37.7879363,-122.4075201
10093,Toss,7000000000,2013-01-01,2018-12-09,Fintech,Seoul,South Korea,Asia,844000000,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",5,37.5666791,126.9782914
10094,Ziroom,7000000000,2011-01-01,2018-01-17,E-commerce & direct-to-consumer,Beijing,China,Asia,2000000000,"Sequoia Capital China, Warburg Pincus, General Catalyst",7,40.190632,116.412144
10095,Scale AI,7000000000,2018-01-01,2019-08-05,Artificial intelligence,San Francisco,United States,North America,603000000,"Accel, Y Combinator, Index Ventures",1,37.7879363,-122.4075201
10096,Gong,7000000000,2015-01-01,2020-08-12,Artificial intelligence,Palo Alto,United States,North America,583000000,"Norwest Venture Partners, Next World Capital, Wing Venture Capital",5,37.4443293,-122.1598465
10097,TripActions,7000000000,2015-01-01,2018-11-08,Travel,Palo Alto,United States,North America,912000000,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures",3,37.4443293,-122.1598465
10098,1Password,7000000000,2005-01-01,2021-07-08,Cybersecurity,Toronto,Canada,North America,920000000,"Slack Fund, Accel, Skip Capital",16,43.6534817,-79.3839347
10099,Automation Anywhere,7000000000,2003-01-01,2018-07-02,Artificial intelligence,San Jose,United States,North America,849000000,"General Atlantic, Goldman Sachs, New Enterprise Associates",15,37.3361663,-121.890591
10100,Gemini,7000000000,2015-01-01,2021-11-19,Fintech,New York,United States,North America,424000000,"Morgan Creek Digital, Marcy Venture Partners, 10T Fund",6,40.7127281,-74.0060152
10101,ConsenSys,7000000000,2014-01-01,2021-11-17,Fintech,New York,United States,North America,660000000,"Third Point, Electric Capital, Coinbase Ventures",7,40.7127281,-74.0060152
10102,Ro,7000000000,2017-01-01,2020-07-27,Health,New York,United States,North America,1000000000,"Initialized Capital, General Catalyst, SignalFire",3,40.7127281,-74.0060152
10103,Black Unicorn Factory,6000000000,2020-01-01,2021-05-20,Other,Los Angeles,United States,North America,645000000,Barter Ventures,1,34.0536909,-118.242766
10104,Easyhome,6000000000,1999-01-01,2018-02-12,Consumer & retail,Beijing,China,Asia,2000000000,"Alibaba Group, Boyu Capital, Borui Capital",19,40.190632,116.412144
10105,WeDoctor,6000000000,2010-01-01,2015-09-22,Health,Hangzhou,China,Asia,1000000000,"Tencent, Morningside Group",5,30.2489634,120.2052342
10106,SVOLT,6000000000,2018-01-01,2020-06-08,Auto & transportation,Changzhou,China,Asia,3000000000,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",2,31.8122623,119.9691539
10107,Airwallex,6000000000,2015-01-01,2019-03-25,Fintech,Melbourne,Australia,Oceania,802000000,"DST Global, Sequoia Capital China, Tencent Holdings",4,-37.8142454,144.9631732
10108,Deel,6000000000,2018-01-01,2021-04-21,Fintech,San Francisco,United States,North America,629000000,"Andreessen Horowitz, Spark Capital, Y Combinator",3,37.7879363,-122.4075201
10109,Mambu,6000000000,2011-01-01,2021-01-06,Fintech,Amsterdam,Netherlands,Europe,448000000,"Runa Capital, Acton Capital Partners, Point Nine Capital",10,52.3730796,4.8924534
10110,Mollie,6000000000,2004-01-01,2020-09-08,Fintech,Amsterdam,Netherlands,Europe,928000000,Technology Crossover Ventures,16,52.3730796,4.8924534
10111,Doctolib,6000000000,2013-01-01,2019-03-19,Health,Paris,France,Europe,815000000,"BPI France, Kerala Ventures, Accel",6,48.8534951,2.3483915
10112,FiveTran,6000000000,2012-01-01,2020-06-30,Data management & analytics,Oakland,United States,North America,728000000,"Matrix Partners, Andreessen Horowitz, General Catalyst",8,37.8044557,-122.271356
10113,Postman,6000000000,2014-01-01,2020-06-11,Internet software & services,San Francisco,United States,North America,433000000,"Nexus Venture Partners, CRV, Insight Partners",6,37.7879363,-122.4075201
10114,Back Market,6000000000,2014-01-01,2021-05-18,E-commerce & direct-to-consumer,Paris,France,Europe,1000000000,"Aglae Ventures, Eurazeo, Daphni",7,48.8534951,2.3483915
10115,Cityblock Health,6000000000,2017-01-01,2020-12-10,Health,Brooklyn,United States,North America,891000000,"Thrive Capital, Maverick Ventures, Redpoint Ventures",3,40.6526006,-73.9497211
10116,DataRobot,6000000000,2012-01-01,2019-07-29,Artificial intelligence,Boston,United States,North America,1000000000,"New Enterprise Associates, Accomplice, IA Ventures",7,42.3588336,-71.0578303
10117,Personio,6000000000,2015-01-01,2021-01-19,Internet software & services,Munich,Germany,Europe,524000000,"Global Founders Capital, Nortzone Ventures, Picus Capital",6,48.1371079,11.5753822
10118,RELEX Solutions,6000000000,2005-01-01,2022-02-17,"Supply chain, logistics, & delivery",Helsinki,Finland,Europe,803000000,"Blackstone, Technology Crossover Ventures, Summit Partners",17,60.1666204,24.9435408
10119,Vice Media,6000000000,1994-01-01,2011-04-02,Internet software & services,Brooklyn,United States,North America,1000000000,"Technology Crossover Ventures, A&E Television Networks",17,40.6526006,-73.9497211
10120,Workato,6000000000,2013-01-01,2021-01-12,Internet software & services,Mountain View,United States,North America,415000000,"Battery Ventures, Storm Ventures, Redpoint Ventures",8,37.3893889,-122.0832101
10121,Upgrade,6000000000,2016-01-01,2018-02-12,Fintech,San Francisco,United States,North America,587000000,"Union Square Ventures, Ribbit Capital, VY Capital",2,37.7879363,-122.4075201
10122,Lianjia,6000000000,2001-01-01,2016-04-07,E-commerce & direct-to-consumer,Beijing,China,Asia,1000000000,"Tencent, Baidu, Huasheng Capital",15,40.190632,116.412144
10123,Hinge Health,6000000000,2015-01-01,2021-01-06,Health,San Francisco,United States,North America,826000000,"Atomico, Insight Partners, Coatue Management",6,37.7879363,-122.4075201
10124,Lyra Health,6000000000,2015-01-01,2020-08-25,Health,Burlingame,United States,North America,910000000,"Greylock Partners, Venrock, Providence Ventures",5,37.5780965,-122.3473099
10125,Benchling,6000000000,2012-01-01,2021-04-14,Internet software & services,San Francisco,United States,North America,412000000,"Thrive Capital, Benchmark, MenloVentures",9,37.7879363,-122.4075201
10126,Better.com,6000000000,2018-01-01,2020-11-10,Fintech,New York,United States,North America,405000000,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers",2,40.7127281,-74.0060152
10127,iCapital Network,6000000000,2013-01-01,2021-07-27,Fintech,New York,United States,North America,729000000,"BlackRock, Blackstone, UBS",8,40.7127281,-74.0060152
10128,Wiz,6000000000,2020-01-01,2021-03-17,Cybersecurity,Tel Aviv,Israel,Asia,600000000,"Insight Partners, Sequoia Capital, Index Ventures",1,32.0852997,34.7818064
10129,DailyHunt,5000000000,2007-01-01,2020-12-22,Internet software & services,Bengaluru,India,Asia,869000000,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",13,12.9767936,77.590082
10130,Howden Group Holdings,5000000000,1994-01-01,2020-09-29,Other,London,United Kingdom,Europe,187000000,"General Atlantic, 3i Group, Huagai Capital",26,51.5074456,-0.1277653
10131,Meesho,5000000000,2015-01-01,2021-04-05,Internet software & services,Bengaluru,India,Asia,1000000000,"Venture Highway, Sequoia Capital India, Prosus Ventures",6,12.9767936,77.590082
10132,Meizu Technology,5000000000,2003-01-01,2014-07-23,Hardware,Zhuhai,China,Asia,943000000,"Telling Telecommunication Holding Co., Alibaba Group",11,22.273734,113.5721327
10133,CloudWalk Technology,5000000000,2015-01-01,2018-10-08,Artificial intelligence,Guangzhou,China,Asia,514000000,"Oriza Holdings, Guangdong Technology Financial Group",3,23.1288454,113.2590064
10134,Royole Corporation,5000000000,2012-01-01,2015-08-18,Hardware,Shenzhen,China,Asia,492000000,"Warmsun Holding, IDG Capital Partners",3,22.5445741,114.0545429
10135,Monzo,5000000000,2015-01-01,2018-10-31,Fintech,London,United Kingdom,Europe,1000000000,"Passion Capital, Thrive Capital, Orange Digital Ventures",3,51.5074456,-0.1277653
10136,Socure,5000000000,2012-01-01,2021-03-16,Cybersecurity,New York,United States,North America,644000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures",9,40.7127281,-74.0060152
10137,VIPKid,5000000000,2013-01-01,2016-08-04,Edtech,Beijing,China,Asia,1000000000,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",3,40.190632,116.412144
10138,Vinted,5000000000,2008-01-01,2019-11-27,E-commerce & direct-to-consumer,Vilnius,Lithuania,Europe,562000000,"Accel, Insight Partners, Burda Principal Investments",11,54.6870458,25.2829111
10139,Lendable,5000000000,2014-01-01,2021-03-31,Fintech,London,United Kingdom,Europe,286000000,"Ontario Teachers' Pension Plan, Goldman Sachs",7,51.5074456,-0.1277653
10140,UBTECH Robotics,5000000000,2012-01-01,2016-07-25,Hardware,Shenzhen,China,Asia,943000000,"CDH Investments, Goldstone Investments, Qiming Venture Partners",4,22.5445741,114.0545429
10141,Anduril,5000000000,2017-01-01,2019-09-11,Artificial intelligence,Irvine,United States,North America,691000000,"Andreessen Horowitz, Founders Fund, Revolution Ventures",2,33.6856969,-117.825981
10142,Checkr,5000000000,2014-01-01,2019-09-19,Internet software & services,San Francisco,United States,North America,559000000,"Y Combinator, Accel, T. Rowe Price",5,37.7879363,-122.4075201
10143,Color,5000000000,2013-01-01,2021-01-04,Health,Burlingame,United States,North America,497000000,"General Catalyst, Viking Global Investors, T. Rowe Price",8,37.5780965,-122.3473099
10144,Dataiku,5000000000,2013-01-01,2019-12-04,Internet software & services,New York,United States,North America,647000000,"Alven Capital, FirstMark Capital, capitalG",6,40.7127281,-74.0060152
10145,BetterUp,5000000000,2013-01-01,2021-02-25,Internet software & services,San Francisco,United States,North America,567000000,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",8,37.7879363,-122.4075201
10146,Pleo,5000000000,2015-01-01,2021-07-06,Fintech,Copenhagen,Denmark,Europe,428000000,"Creandum, Founders, Kinnevik",6,55.6867243,12.5700724
10147,Trade Republic,5000000000,2015-01-01,2021-05-20,Fintech,Berlin,Germany,Europe,996000000,"Founders Fund, Accel, Creandum",6,52.5173885,13.3951309
10148,Chipone,5000000000,2008-01-01,2021-12-16,Hardware,Beijing,China,Asia,1000000000,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",13,40.190632,116.412144
10149,Collibra,5000000000,2008-01-01,2019-01-29,Data management & analytics,Brussels,Belgium,Europe,596000000,"Index Ventures, Battery Ventures, ICONIQ Capital",11,50.8467372,4.352493
10150,Rappi,5000000000,2015-01-01,2018-08-31,"Supply chain, logistics, & delivery",Bogota,Colombia,South America,2000000000,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",3,4.6533817,-74.0836331
10151,6Sense,5000000000,2013-01-01,2021-03-30,Artificial intelligence,San Francisco,United States,North America,426000000,"Venrock, Battery Ventures, Insight Partners",8,37.7879363,-122.4075201
10152,Cerebral,5000000000,2020-01-01,2021-06-10,Health,San Francisco,United States,North America,462000000,"Oak HC/FT Partners, Artis Ventures, WestCap Group",1,37.7879363,-122.4075201
10153,Creditas,5000000000,2012-01-01,2020-12-18,Fintech,Sao Paulo,Brazil,South America,824000000,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",8,-23.5506507,-46.6333824
10154,OneTrust,5000000000,2016-01-01,2019-07-11,Internet software & services,Atlanta,United States,North America,926000000,Insight Partners,3,33.7544657,-84.3898151
10155,QuintoAndar,5000000000,2012-01-01,2019-09-09,E-commerce & direct-to-consumer,Campinas,Brazil,South America,755000000,"Kaszek Ventures, General Atlantic, SoftBank Group",7,-22.9056391,-47.059564
10156,C6 Bank,5000000000,2018-01-01,2020-12-02,Fintech,Sao Paulo,Brazil,South America,2000000000,Credit Suisse,2,-23.5506507,-46.6333824
10157,Cockroach Labs,5000000000,2015-01-01,2021-01-12,Data management & analytics,New York,United States,North America,633000000,"Google Ventures, Benchmark, FirstMark Capital",6,40.7127281,-74.0060152
10158,Hopper,5000000000,2007-01-01,2021-03-24,Travel,Montreal,Canada,North America,599000000,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",14,45.5031824,-73.5698065
10159,Icertis,5000000000,2009-01-01,2019-07-17,Artificial intelligence,Bellevue,United States,North America,371000000,"Eight Roads Ventures, Greycroft, Ignition Partners",10,47.6144219,-122.192337
10160,Moon Active,5000000000,2011-01-01,2020-01-26,Mobile & telecommunications,Tel Aviv,Israel,Asia,425000000,"Insight Partners, Andalusian Capital Partners",9,32.0852997,34.7818064
10161,OfBusiness,5000000000,2015-01-01,2021-07-31,E-commerce & direct-to-consumer,Gurgaon,India,Asia,734000000,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",6,28.4646148,77.0299194
10162,Ola Electric Mobility,5000000000,2019-01-01,2019-07-02,Auto & transportation,Bengaluru,India,Asia,761000000,"SoftBank Group, Tiger Global Management, Matrix Partners India",0,12.9767936,77.590082
10163,Pine Labs,5000000000,1998-01-01,2020-01-24,Fintech,Noida,India,Asia,903000000,"Sequoia Capital India, Temasek, PayPal Ventures",22,28.5706333,77.3272147
10164,Qonto,5000000000,2016-01-01,2022-01-11,Fintech,Paris,France,Europe,704000000,"Alven Capital, Valar Ventures, Tencent Holdings",6,48.8534951,2.3483915
10165,SambaNova Systems,5000000000,2017-01-01,2021-04-13,Data management & analytics,Palo Alto,United States,North America,1000000000,"Walden International, Google Ventures, Intel Capital",4,37.4443293,-122.1598465
10166,United Imaging Healthcare,5000000000,2011-01-01,2017-09-15,Health,Shanghai,China,Asia,503000000,"China Life Insurance, China Development Bank Capital, CITIC Securities International",6,31.2312707,121.4700152
10167,WM Motor,5000000000,2015-01-01,2019-03-08,Auto & transportation,Shanghai,China,Asia,4000000000,"Baidu Capital, Linear Venture, Tencent",4,31.2312707,121.4700152
10168,ZEPZ,5000000000,2010-01-01,2021-08-23,Fintech,London,United Kingdom,Europe,655000000,"Accel, Technology Crossover Ventures, LeapFrog Investments",11,51.5074456,-0.1277653
10169,Abogen,4000000000,2019-01-01,2021-11-29,Health,Suzhou,China,Asia,1000000000,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",2,31.311123,120.6212881
10170,Greensill,4000000000,2011-01-01,2018-07-16,Fintech,London,United Kingdom,Europe,2000000000,"SoftBank Group, General Atlantic",7,51.5074456,-0.1277653
10171,HyalRoute,4000000000,2015-01-01,2020-05-26,Mobile & telecommunications,Singapore,Singapore,Asia,263000000,Kuang-Chi,5,1.357107,103.8194992
10172,Radiology Partners,4000000000,2012-01-01,2018-02-26,Health,El Segundo,United States,North America,1000000000,"New Enterprise Associates, Starr Investment Holdings",6,33.917028,-118.4156337
10173,Yello Mobile,4000000000,2012-01-01,2014-11-11,Mobile & telecommunications,Seoul,South Korea,Asia,216000000,Formation 8,2,37.5666791,126.9782914
10174,Turing,4000000000,2018-01-01,2021-12-20,Internet software & services,Palo Alto,United States,North America,128000000,"Foundation Capital, Frontier Ventures, AltaIR Capital",3,37.4443293,-122.1598465
10175,Lenskart,4000000000,2008-01-01,2019-12-20,E-commerce & direct-to-consumer,Faridabad,India,Asia,776000000,"Chiratae Ventures, PremjiInvest, Softbank",11,28.4031478,77.3105561
10176,Kraken,4000000000,2011-01-01,2019-06-25,Fintech,San Francisco,United States,North America,119000000,"Bnk To The Future, Trammell Ventures, SBI Investment",8,37.7879363,-122.4075201
10177,Horizon Robotics,4000000000,2015-01-01,2019-02-27,Artificial intelligence,Beijing,China,Asia,2000000000,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",4,40.190632,116.412144
10178,MoonPay,4000000000,2019-01-01,2021-11-22,Fintech,Miami,United States,North America,555000000,"New Enterprise Associates, Coatue Management, Tiger Global Management",2,25.7741566,-80.1935973
10179,Celsius Network,4000000000,2017-01-01,2021-10-12,Fintech,Hoboken,United States,North America,864000000,"WestCap Group, Caisse de depot et placement du Quebec",4,40.7433066,-74.0323752
10180,ChargeBee Technologies,4000000000,2011-01-01,2021-04-20,Fintech,Walnut,United States,North America,468000000,"Insight Partners, Tiger Global Management, Accel",10,34.0203253,-117.8659441
10181,Coalition,4000000000,2017-01-01,2021-03-17,Cybersecurity,San Francisco,United States,North America,505000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures",4,37.7879363,-122.4075201
10182,Commure,4000000000,2017-01-01,2021-09-16,Internet software & services,San Francisco,United States,North America,542000000,"General Catalyst, HCA Healthcare",4,37.7879363,-122.4075201
10183,Flock Safety,4000000000,2017-01-01,2021-07-13,Hardware,Atlanta,United States,North America,381000000,"Matrix Partners, Initialized Capital, Tiger Global Management",4,33.7544657,-84.3898151
10184,Handshake,4000000000,2014-01-01,2021-05-12,Internet software & services,San Francisco,United States,North America,434000000,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",7,37.7879363,-122.4075201
10185,Highspot,4000000000,2013-01-01,2021-02-22,Internet software & services,Seattle,United States,North America,643000000,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",8,47.6038321,-122.330062
10186,Indigo Ag,4000000000,2014-01-01,2017-09-26,Artificial intelligence,Boston,United States,North America,1000000000,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",3,42.3588336,-71.0578303
10187,Mirakl,4000000000,2011-01-01,2020-09-22,E-commerce & direct-to-consumer,Paris,France,Europe,948000000,"Elaia Partners, 83North, Felix Capital",9,48.8534951,2.3483915
10188,Rec Room,4000000000,2016-01-01,2021-03-23,Internet software & services,Seattle,United States,North America,294000000,"First Round Capital, Sequoia Capital, Index Ventures",5,47.6038321,-122.330062
10189,Tekion,4000000000,2016-01-01,2020-10-21,Internet software & services,San Ramon,United States,North America,435000000,"Airbus Ventures, Index Ventures, Advent International",4,37.7648021,-121.9544387
10190,Otto Bock HealthCare,4000000000,1919-01-01,2017-06-24,Health,Duderstadt,Germany,Europe,,EQT Partners,98,51.5123672,10.2610699
10191,Outreach,4000000000,2011-01-01,2019-04-16,Internet software & services,Seattle,United States,North America,489000000,"Mayfield Fund, M12, Trinity Ventures",8,47.6038321,-122.330062
10192,WeRide,4000000000,2017-01-01,2020-12-23,Auto & transportation,Guangzhou,China,Asia,1000000000,"Atop Capital, IDInvest Partners, Qiming Venture Partners",3,23.1288454,113.2590064
10193,Applied Intuition,4000000000,2017-01-01,2020-10-22,Data management & analytics,Sunnyvale,United States,North America,352000000,"Andreessen Horowitz, Lux Capital, General Catalyst",3,37.3688301,-122.036349
10194,Course Hero,4000000000,2006-01-01,2020-02-12,Edtech,Redwood City,United States,North America,477000000,"NewView Capital, Maveron, Ridge Ventures",14,37.4863239,-122.232523
10195,Relativity,4000000000,2001-01-01,2021-03-18,Internet software & services,Chicago,United States,North America,125000000,"Silver Lake, ICONIQ Capital",20,41.8755616,-87.6244212
10196,Whoop,4000000000,2012-01-01,2020-10-28,E-commerce & direct-to-consumer,Boston,United States,North America,404000000,"NextView Ventures, Promus Ventures, Two Sigma Ventures",8,42.3588336,-71.0578303
10197,Arctic Wolf Networks,4000000000,2012-01-01,2020-10-22,Cybersecurity,Eden Prairie,United States,North America,498000000,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",8,44.8546856,-93.470786
10198,GOAT,4000000000,2015-01-01,2020-09-23,E-commerce & direct-to-consumer,Culver City,United States,North America,493000000,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",5,34.0211224,-118.396466
10199,Noom,4000000000,2006-01-01,2021-05-24,Health,New York,United States,North America,657000000,"Qualcomm Ventures, Samsung Ventures, Silver Lake",15,40.7127281,-74.0060152
10200,Papaya Global,4000000000,2016-01-01,2021-03-04,Internet software & services,New York,United States,North America,440000000,"Bessemer Venture Partners, Insight Partners, New Era Ventures",5,40.7127281,-74.0060152
10201,Redwood Materials,4000000000,2017-01-01,2021-07-28,Other,Carson City,United States,North America,792000000,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",4,39.1663259,-119.7670374
10202,ShareChat,4000000000,2015-01-01,2021-04-08,Internet software & services,Bengaluru,India,Asia,1000000000,"India Quotient, Elevation Capital, Lightspeed Venture Partners",6,12.9767936,77.590082
10203,Sorare,4000000000,2019-01-01,2021-09-21,E-commerce & direct-to-consumer,Paris,France,Europe,739000000,"Benchmark, Accel, SoftBank Group",2,48.8534951,2.3483915
10204,VAST Data,4000000000,2016-01-01,2020-04-16,Data management & analytics,New York,United States,North America,263000000,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",4,40.7127281,-74.0060152
10205,Articulate,4000000000,2015-01-01,2021-07-01,Edtech,New York,United States,North America,2000000000,"Blackstone, ICONIQ Growth, General Atlantic",6,40.7127281,-74.0060152
10206,Dutchie,4000000000,2017-01-01,2021-03-16,E-commerce & direct-to-consumer,Bend,United States,North America,603000000,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",4,44.0581728,-121.3153096
10207,FalconX,4000000000,2018-01-01,2021-08-10,Fintech,San Mateo,United States,North America,324000000,"Tiger Global Management, American Express Ventures, B Capital Group",3,37.496904,-122.3330573
10208,Guild Education,4000000000,2015-01-01,2019-11-13,Internet software & services,Denver,United States,North America,379000000,"General Atlantic, Blackstone, ICONIQ Growth",4,39.7392364,-104.984862
10209,Chainalysis,4000000000,2014-01-01,2020-11-23,Fintech,New York,United States,North America,367000000,"Addition, Benhcmark, Accel",6,40.7127281,-74.0060152
10210,dbt Labs,4000000000,2016-01-01,2021-06-30,Data management & analytics,Philadelphia,United States,North America,414000000,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",5,39.9527237,-75.1635262
10211,Globalization Partners,4000000000,2012-01-01,2022-01-24,Internet software & services,Boston,United States,North America,350000000,"Vista Equity Partners, Wincove, TDR Capital",10,42.3588336,-71.0578303
10212,Intarcia Therapeutics,4000000000,1995-01-01,2014-04-01,Health,Boston,United States,North America,1000000000,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",19,42.3588336,-71.0578303
10213,Relativity Space,4000000000,2016-01-01,2020-11-23,Other,Inglewood,United States,North America,1000000000,"Playground Global, Bond, Tribe Capital",4,33.9562003,-118.353132
10214,StockX,4000000000,2016-01-01,2019-06-26,E-commerce & direct-to-consumer,Detroit,United States,North America,495000000,"Google Ventures, Battery Ventures, DST Global",3,42.3315509,-83.0466403
10215,ThoughtSpot,4000000000,2012-01-01,2018-05-08,Internet software & services,Sunnyvale,United States,North America,664000000,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",6,37.3688301,-122.036349
10216,SSENSE,4000000000,2003-01-01,2021-06-08,E-commerce & direct-to-consumer,Montreal,Canada,North America,,Sequoia Capital,18,45.5031824,-73.5698065
10217,BitPanda,4000000000,2014-01-01,2021-03-16,Fintech,Vienna,Austria,Europe,546000000,"Speedinvest, Valar Ventures, Uniqa Ventures",7,48.2083537,16.3725042
10218,Dataminr,4000000000,2009-01-01,2018-06-04,Artificial intelligence,New York,United States,North America,1000000000,"Venrock, Institutional Venture Partners, Goldman Sachs",9,40.7127281,-74.0060152
10219,Weee!,4000000000,2015-01-01,2021-03-16,"Supply chain, logistics, & delivery",Fremont,United States,North America,864000000,"Goodwater Capital, iFly, XVC Venture Capital",6,37.5482697,-121.988571
10220,Medlinker,4000000000,2014-01-01,2018-07-31,Health,Chengdu,China,Asia,761000000,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",4,30.659867,104.063315
10221,Hozon Auto,4000000000,2014-01-01,2022-02-22,Auto & transportation,Shanghai,China,Asia,2000000000,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",8,31.2312707,121.4700152
10222,Aurora Solar,4000000000,2013-01-01,2021-05-24,Internet software & services,San Francisco,United States,North America,523000000,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital",8,37.7879363,-122.4075201
10223,Branch,4000000000,2014-01-01,2018-09-10,Mobile & telecommunications,Redwood City,United States,North America,667000000,"New Enterprise Associates, Pear, Cowboy Ventures",4,37.4863239,-122.232523
10224,BrowserStack,4000000000,2011-01-01,2021-06-16,Internet software & services,Dublin,Ireland,Europe,250000000,"Accel, Insight Partners, Bond Capital",10,53.3493795,-6.2605593
10225,Cerebras Systems,4000000000,2016-01-01,2018-11-14,Hardware,Los Altos,United States,North America,720000000,"Benchmark, Foundation Capital, Sequoia Capital",2,42.7811566,-3.6202096
10226,ClickUp,4000000000,2017-01-01,2020-12-15,Internet software & services,San Diego,United States,North America,535000000,"Georgian Partners, Craft Ventures",3,32.7174202,-117.162772
10227,Clubhouse,4000000000,2020-01-01,2021-01-24,Mobile & telecommunications,San Francisco,United States,North America,110000000,"Andreessen Horowitz, TQ Ventures",1,37.7879363,-122.4075201
10228,Farmers Business Network,4000000000,2014-01-01,2020-08-03,Other,San Carlos,United States,North America,870000000,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",6,37.504936,-122.261823
10229,Houzz,4000000000,2008-01-01,2014-09-30,E-commerce & direct-to-consumer,Palo Alto,United States,North America,614000000,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",6,37.4443293,-122.1598465
10230,MEGVII,4000000000,2011-01-01,2017-10-31,Artificial intelligence,Beijing,China,Asia,1000000000,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",6,40.190632,116.412144
10231,Melio,4000000000,2018-01-01,2021-01-25,Fintech,New York,United States,North America,504000000,"Accel, Aleph, American Express Ventures",3,40.7127281,-74.0060152
10232,Next Insurance,4000000000,2016-01-01,2019-10-07,Fintech,Palo Alto,United States,North America,881000000,"Zeev Ventures, Ribbit Capital, TLV Partners",3,37.4443293,-122.1598465
10233,Olive,4000000000,2012-01-01,2020-12-01,Internet software & services,Columbus,United States,North America,856000000,"Drive Capital, General Catalyst, Ascension Ventures",8,39.9622601,-83.0007065
10234,Patreon,4000000000,2013-01-01,2020-09-02,Internet software & services,San Francisco,United States,North America,413000000,"Index Ventures, Thrive Capital, CRV",7,37.7879363,-122.4075201
10235,PointClickCare,4000000000,2000-01-01,2021-01-07,Internet software & services,Mississauga,Canada,North America,230000000,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",21,43.5896231,-79.6443879
10236,Rubrik,4000000000,2014-01-01,2017-04-28,Data management & analytics,Palo Alto,United States,North America,553000000,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",3,37.4443293,-122.1598465
10237,Vuori,4000000000,2015-01-01,2021-10-13,E-commerce & direct-to-consumer,Carlsbad,United States,North America,445000000,"SoftBank Group, Norwest Venture Partners",6,50.2306216,12.8701437
10238,Webflow,4000000000,2012-01-01,2021-01-13,Internet software & services,San Francisco,United States,North America,335000000,"Accel, Silversmith Capital Partners, capitalG",9,37.7879363,-122.4075201
